Symbol,CompanyName,Details,QuickFind,OptionChain,Type,Last Update
DNB,Dun & Bradstreet Holdings Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNB&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNB&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNB&co=PC,STOCK,2022-03-01 05:02:08.072845
DNL,Wisdomtree Global Ex-Us Quality Dividend Growth ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNL&co=PC,ETF,2022-03-01 05:02:08.072845
DNL,Wisdomtree Global Ex-Us Quality Dividend Growth ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNL&co=PC,STOCK,2022-03-01 05:02:08.072845
DNLI,Denali Therapeutics Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNLI&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNLI&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNLI&co=PC,STOCK,2022-03-01 05:02:08.072845
DNMR,Danimer Scientific,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNMR&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNMR&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNMR&co=PC,STOCK,2022-03-01 05:02:08.072845
DNN,Denison Mines Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNN&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNN&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNN&co=PC,STOCK,2022-03-01 05:02:08.072845
DNOW,NOW Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNOW&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNOW&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNOW&co=PC,STOCK,2022-03-01 05:02:08.072845
DNUT,Krispy Kreme Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DNUT&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DNUT&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DNUT&co=PC,STOCK,2022-03-01 05:02:08.072845
DOC,Physicians Realty Trust,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOC&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOC&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOC&co=PC,STOCK,2022-03-01 05:02:08.072845
DOCN,DigitalOcean Holdings Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOCN&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOCN&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOCN&co=PC,STOCK,2022-03-01 05:02:08.072845
DOCS,Doximity Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOCS&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOCS&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOCS&co=PC,STOCK,2022-03-01 05:02:08.072845
DOCU,DocuSign Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOCU&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOCU&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOCU&co=PC,STOCK,2022-03-01 05:02:08.072845
DOG,ProShares Short Dow 30 ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOG&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOG&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOG&co=PC,ETF,2022-03-01 05:02:08.072845
DOG,ProShares Short Dow 30 ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOG&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOG&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOG&co=PC,STOCK,2022-03-01 05:02:08.072845
DOGZ,Dogness International Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOGZ&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOGZ&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOGZ&co=PC,STOCK,2022-03-01 05:02:08.072845
DOLE,Dole PLC,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOLE&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOLE&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOLE&co=PC,STOCK,2022-03-01 05:02:08.072845
DOMA,Doma Holdings Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOMA&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOMA&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOMA&co=PC,STOCK,2022-03-01 05:02:08.072845
DOMO,Domo Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOMO&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOMO&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOMO&co=PC,STOCK,2022-03-01 05:02:08.072845
DON,WisdomTree MidCap Dividend ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DON&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DON&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DON&co=PC,ETF,2022-03-01 05:02:08.072845
DON,WisdomTree MidCap Dividend ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DON&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DON&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DON&co=PC,STOCK,2022-03-01 05:02:08.072845
DOOO,BRP Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOOO&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOOO&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOOO&co=PC,STOCK,2022-03-01 05:02:08.072845
DOOR,Masonite International Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOOR&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOOR&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOOR&co=PC,STOCK,2022-03-01 05:02:08.072845
DORM,Dorman Products Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DORM&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DORM&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DORM&co=PC,STOCK,2022-03-01 05:02:08.072845
DOUG,Douglas Elliman Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOUG&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOUG&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOUG&co=PC,STOCK,2022-03-01 05:02:08.072845
DOV,Dover Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOV&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOV&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOV&co=PC,STOCK,2022-03-01 05:02:08.072845
DOW,Dow Chemical Company ,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOW&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOW&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOW&co=PC,STOCK,2022-03-01 05:02:08.072845
DOX,Amdocs Ltd.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOX&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOX&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOX&co=PC,STOCK,2022-03-01 05:02:08.072845
DOYU,DouYu International Holdings Ltd.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOYU&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOYU&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOYU&co=PC,STOCK,2022-03-01 05:02:08.072845
DOZR,Direxion Daily Us Infrastructure Bull 2X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOZR&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOZR&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOZR&co=PC,ETF,2022-03-01 05:02:08.072845
DOZR,Direxion Daily Us Infrastructure Bull 2X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DOZR&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DOZR&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DOZR&co=PC,STOCK,2022-03-01 05:02:08.072845
DPRO,Draganfly Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DPRO&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DPRO&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DPRO&co=PC,STOCK,2022-03-01 05:02:08.072845
DPST,Direxion Daily Regional Banks Bull 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DPST&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DPST&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DPST&co=PC,ETF,2022-03-01 05:02:08.072845
DPST,Direxion Daily Regional Banks Bull 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DPST&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DPST&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DPST&co=PC,STOCK,2022-03-01 05:02:08.072845
DPZ,Dominos Pizza Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DPZ&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DPZ&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DPZ&co=PC,STOCK,2022-03-01 05:02:08.072845
DQ,Daqo New Energy Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DQ&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DQ&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DQ&co=PC,STOCK,2022-03-01 05:02:08.072845
DRD,DRDGOLD Ltd.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRD&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRD&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRD&co=PC,STOCK,2022-03-01 05:02:08.072845
DRE,Duke Realty Corp,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRE&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRE&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRE&co=PC,STOCK,2022-03-01 05:02:08.072845
DRH,Diamondrock Hospitality Co.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRH&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRH&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRH&co=PC,STOCK,2022-03-01 05:02:08.072845
DRI,Darden Restaurants Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRI&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRI&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRI&co=PC,STOCK,2022-03-01 05:02:08.072845
DRIO,DarioHealth Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRIO&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRIO&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRIO&co=PC,STOCK,2022-03-01 05:02:08.072845
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRIP&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRIP&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRIP&co=PC,STOCK,2022-03-01 05:02:08.072845
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRIP&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRIP&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRIP&co=PC,ETF,2022-03-01 05:02:08.072845
DRIV,Global X Autonomous & Electric Vehicles ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRIV&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRIV&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRIV&co=PC,ETF,2022-03-01 05:02:08.072845
DRIV,Global X Autonomous & Electric Vehicles ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRIV&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRIV&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRIV&co=PC,STOCK,2022-03-01 05:02:08.072845
DRN,Direxion Daily Real Estate 3X BULL ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRN&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRN&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRN&co=PC,ETF,2022-03-01 05:02:08.072845
DRN,Direxion Daily Real Estate 3X BULL ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRN&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRN&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRN&co=PC,STOCK,2022-03-01 05:02:08.072845
DRQ,Dril-Quip Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRQ&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRQ&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRQ&co=PC,STOCK,2022-03-01 05:02:08.072845
DRRX,Durect Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRRX&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRRX&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRRX&co=PC,STOCK,2022-03-01 05:02:08.072845
DRTT,DIRTT Environmental Solutions Ltd.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRTT&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRTT&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRTT&co=PC,STOCK,2022-03-01 05:02:08.072845
DRV,Direxion Daily Real Estate BEAR 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRV&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRV&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRV&co=PC,STOCK,2022-03-01 05:02:08.072845
DRV,Direxion Daily Real Estate BEAR 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRV&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRV&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRV&co=PC,ETF,2022-03-01 05:02:08.072845
DRVN,Driven Brands Holdings Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRVN&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRVN&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRVN&co=PC,STOCK,2022-03-01 05:02:08.072845
DRW,Wisdomtree Global Ex-Us Real Estate ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRW&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRW&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRW&co=PC,STOCK,2022-03-01 05:02:08.072845
DRW,Wisdomtree Global Ex-Us Real Estate ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DRW&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DRW&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DRW&co=PC,ETF,2022-03-01 05:02:08.072845
DS,Drive Shack Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DS&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DS&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DS&co=PC,STOCK,2022-03-01 05:02:08.072845
DSEY,Diversey Holdings Ltd.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSEY&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSEY&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSEY&co=PC,STOCK,2022-03-01 05:02:08.072845
DSGX,Descartes Systems Group Inc. ,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSGX&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSGX&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSGX&co=PC,STOCK,2022-03-01 05:02:08.072845
DSI,iShares MSCI KLD 400 Social ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSI&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSI&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSI&co=PC,ETF,2022-03-01 05:02:08.072845
DSI,iShares MSCI KLD 400 Social ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSI&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSI&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSI&co=PC,STOCK,2022-03-01 05:02:08.072845
DSKE,Daseke Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSKE&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSKE&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSKE&co=PC,STOCK,2022-03-01 05:02:08.072845
DSL,DoubleLine Income Solutions Fund,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSL&co=PC,STOCK,2022-03-01 05:02:08.072845
DSP,Viant Technology Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSP&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSP&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSP&co=PC,STOCK,2022-03-01 05:02:08.072845
DSPC,Collab. Invest. Series Trust - The De-SPAC ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSPC&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSPC&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSPC&co=PC,STOCK,2022-03-01 05:02:08.072845
DSPC,Collab. Invest. Series Trust - The De-SPAC ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSPC&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSPC&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSPC&co=PC,ETF,2022-03-01 05:02:08.072845
DSTL,Distillate Us Fundamental Stability & Value ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSTL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSTL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSTL&co=PC,ETF,2022-03-01 05:02:08.072845
DSTL,Distillate Us Fundamental Stability & Value ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSTL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSTL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSTL&co=PC,STOCK,2022-03-01 05:02:08.072845
DSX,Diana Shipping Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DSX&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DSX&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DSX&co=PC,STOCK,2022-03-01 05:02:08.072845
DT,Dynatrace Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DT&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DT&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DT&co=PC,STOCK,2022-03-01 05:02:08.072845
DTE,DTE Energy Co. Hldgs.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTE&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTE&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTE&co=PC,STOCK,2022-03-01 05:02:08.072845
DTEA,DAVIDsTEA Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTEA&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTEA&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTEA&co=PC,STOCK,2022-03-01 05:02:08.072845
DTEC,ALPS Disruptive Technologies ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTEC&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTEC&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTEC&co=PC,ETF,2022-03-01 05:02:08.072845
DTEC,ALPS Disruptive Technologies ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTEC&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTEC&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTEC&co=PC,STOCK,2022-03-01 05:02:08.072845
DTIL,Precision BioSciences Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTIL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTIL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTIL&co=PC,STOCK,2022-03-01 05:02:08.072845
DTM,DT Midstream Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTM&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTM&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTM&co=PC,STOCK,2022-03-01 05:02:08.072845
DTOX,Amplify Cleaner Living ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTOX&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTOX&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTOX&co=PC,STOCK,2022-03-01 05:02:08.072845
DTOX,Amplify Cleaner Living ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DTOX&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DTOX&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DTOX&co=PC,ETF,2022-03-01 05:02:08.072845
DUG,ProShares UltraShort Oil & Gas ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUG&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUG&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUG&co=PC,ETF,2022-03-01 05:02:08.072845
DUG,ProShares UltraShort Oil & Gas ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUG&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUG&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUG&co=PC,STOCK,2022-03-01 05:02:08.072845
DUK,Duke Energy Corp.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUK&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUK&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUK&co=PC,STOCK,2022-03-01 05:02:08.072845
DUOL,Duolingo Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUOL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUOL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUOL&co=PC,STOCK,2022-03-01 05:02:08.072845
DUSL,Direxion Daily Industrials Bull 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUSL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUSL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUSL&co=PC,STOCK,2022-03-01 05:02:08.072845
DUSL,Direxion Daily Industrials Bull 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUSL&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUSL&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUSL&co=PC,ETF,2022-03-01 05:02:08.072845
DUST,Direxion Gold Miners BEAR 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUST&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUST&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUST&co=PC,STOCK,2022-03-01 05:02:08.072845
DUST,Direxion Gold Miners BEAR 3X ETF,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DUST&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DUST&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DUST&co=PC,ETF,2022-03-01 05:02:08.072845
DV,DoubleVerify Holdings Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DV&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DV&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DV&co=PC,STOCK,2022-03-01 05:02:08.072845
DVA,DaVita Inc.,https://www.poweropt.com/partnerdetail.asp?txtSymbol=DVA&co=OL,https://www.poweropt.com/partner_covered_calls.asp?sym=DVA&sh=1000&co=MOT,https://www.poweropt.com/partnerchain.asp?view=c&txtSymbol=DVA&co=PC,STOCK,2022-03-01 05:02:08.072845
